# L0_vintage_register.csv -- NEW consensus value register (Card 0 file 3).
# This does NOT replace data/processed/overnight/20_vintage_register.csv, which is a
# series-lineage register with an incompatible schema and is left untouched.
# HARD RULE: the 6 Aug 2026 pre-guide 3Q26 Street is LSEG $4,610M (role=pre_guide).
# Zacks $4,740M is a 2026-09-04 vintage and must never be used as the 6 Aug pre-guide value.
# pit_usable == False means vintage_unknown or value missing: excluded from every PIT use.
register_id,vendor,period,metric,value,unit,n_estimates,as_of_timestamp,url,source_path,role,pit_usable,vendor_attributed,note
CU-FY2026-free_cash_flow-S&P-12,S&P Global Market Intelligence,FY2026,free_cash_flow,5350.0,musd,,2026-09-03,https://stockanalysis.com/stocks/abnb/forecast/,data/processed/overnight/04_current_consensus.csv,current,True,True,Free Cash Flow FY2026 5.35B (vs 3.54B FY2025)
CU-FY2026-operating_income-S&P-13,S&P Global Market Intelligence,FY2026,operating_income,3160.0,musd,,2026-09-03,https://stockanalysis.com/stocks/abnb/forecast/,data/processed/overnight/04_current_consensus.csv,current,True,True,Operating Income FY2026 3.16B (vs 2.54B FY2025)
CU-NTM-price_target-S&P-14,S&P Global / TipRanks,NTM,price_target,178.96,usd,46.0,2026-09-03,https://stockanalysis.com/stocks/abnb/forecast/,data/processed/overnight/04_current_consensus.csv,current,True,True,"46 analysts polled by S&P Global: consensus rating 'Buy', average price target $178.96 (low $125, high $220) vs $181.94 close 4-Sep-2026"
CU-NTM-price_target-S&P-15,S&P Global / Visible Alpha via StockStory,NTM,price_target,179.46,usd,,2026-08-07,https://stockstory.org/us/stocks/nasdaq/abnb,data/processed/overnight/04_current_consensus.csv,current,True,True,Wall Street analysts have a consensus one-year price target of $179.46 on the company (compared to the current share price of $182.02)
CU-FY2026-eps_adj-S&P-16,S&P Global / Visible Alpha via StockStory,FY2026,eps_adj,5.37,usd,,2026-08-07,https://stockstory.org/us/stocks/nasdaq/abnb,data/processed/overnight/04_current_consensus.csv,current,True,True,"Over the next 12 months, Wall Street expects Airbnb's full-year EPS to grow 22% from $4.40 to $5.37 (NTM basis, not calendar FY26)"
CU-2026Q3-adj_ebitda-derived-17,derived,2026Q3,adj_ebitda,,musd,,2026-09-06,,data/processed/overnight/04_current_consensus.csv,current,False,False,"vintage_unknown or value missing; excluded from PIT use. NO published Q3-2026 adjusted-EBITDA or nights consensus was retrievable. Company FY guide: adj EBITDA margin at least 35.5%, revenue growth at least mid-teens."
CU-2026Q3-revenue-AlphaVantage,Alpha Vantage (aggregated sell-side panel),2026Q3,revenue,4737.0,musd,36,2026-09-11,http://www.alphavantage.co,docs/revenue-forecast-strategy/01_ground-truth/04_recent_facts.md,current,True,True,"consensus $4,737M vs guide $4,690-4,770M"
CU-2026Q4-revenue-AlphaVantage,Alpha Vantage (aggregated sell-side panel),2026Q4,revenue,3158.0,musd,36,2026-09-11,http://www.alphavantage.co,docs/revenue-forecast-strategy/01_ground-truth/04_recent_facts.md,current,True,True,"the 36-analyst 4Q26 value; the other live 4Q26 anchor is Zacks $3,200M (4 Sep, 10 estimates)"
CU-FY2026-revenue-AlphaVantage,Alpha Vantage (aggregated sell-side panel),FY2026,revenue,14155.0,musd,43,2026-09-11,http://www.alphavantage.co,docs/revenue-forecast-strategy/01_ground-truth/04_recent_facts.md,current,True,True,+30 up / 4 down revisions over 30d
CU-FY2027-revenue-AlphaVantage,Alpha Vantage (aggregated sell-side panel),FY2027,revenue,15758.0,musd,44,2026-09-11,http://www.alphavantage.co,docs/revenue-forecast-strategy/01_ground-truth/04_recent_facts.md,current,True,True,+25 up / 9 down revisions over 30d; implies +11.3% FY26-27
