check,passed
score 172n_year_clusters,True
score 172rmse_musd,True
score 172mae_musd,True
score 172signed_distance_bias_musd,True
inside rounding count 172,True
sample targets 173,True
score 173n,True
score 173n_year_clusters,True
score 173rmse_musd,True
score 173mae_musd,True
score 173signed_distance_bias_musd,True
inside rounding count 173,True
sample targets 174,True
score 174n,True
score 174n_year_clusters,True
score 174rmse_musd,True
score 174mae_musd,True
score 174signed_distance_bias_musd,True
inside rounding count 174,True
sample targets 175,True
score 175n,True
score 175n_year_clusters,True
score 175rmse_musd,True
score 175mae_musd,True
score 175signed_distance_bias_musd,True
inside rounding count 175,True
sample targets 176,True
score 176n,True
score 176n_year_clusters,True
score 176rmse_musd,True
score 176mae_musd,True
score 176signed_distance_bias_musd,True
inside rounding count 176,True
sample targets 177,True
score 177n,True
score 177n_year_clusters,True
score 177rmse_musd,True
score 177mae_musd,True
score 177signed_distance_bias_musd,True
inside rounding count 177,True
sample targets 178,True
score 178n,True
score 178n_year_clusters,True
score 178rmse_musd,True
score 178mae_musd,True
score 178signed_distance_bias_musd,True
inside rounding count 178,True
sample targets 179,True
score 179n,True
score 179n_year_clusters,True
score 179rmse_musd,True
score 179mae_musd,True
score 179signed_distance_bias_musd,True
inside rounding count 179,True
sample targets 180,True
score 180n,True
score 180n_year_clusters,True
score 180rmse_musd,True
score 180mae_musd,True
score 180signed_distance_bias_musd,True
inside rounding count 180,True
sample targets 181,True
score 181n,True
score 181n_year_clusters,True
score 181rmse_musd,True
score 181mae_musd,True
score 181signed_distance_bias_musd,True
inside rounding count 181,True
sample targets 182,True
score 182n,True
score 182n_year_clusters,True
score 182rmse_musd,True
score 182mae_musd,True
score 182signed_distance_bias_musd,True
inside rounding count 182,True
sample targets 183,True
score 183n,True
score 183n_year_clusters,True
score 183rmse_musd,True
score 183mae_musd,True
score 183signed_distance_bias_musd,True
inside rounding count 183,True
sample targets 184,True
score 184n,True
score 184n_year_clusters,True
score 184rmse_musd,True
score 184mae_musd,True
score 184signed_distance_bias_musd,True
inside rounding count 184,True
sample targets 185,True
score 185n,True
score 185n_year_clusters,True
score 185rmse_musd,True
score 185mae_musd,True
score 185signed_distance_bias_musd,True
inside rounding count 185,True
sample targets 186,True
score 186n,True
score 186n_year_clusters,True
score 186rmse_musd,True
score 186mae_musd,True
score 186signed_distance_bias_musd,True
inside rounding count 186,True
sample targets 187,True
score 187n,True
score 187n_year_clusters,True
score 187rmse_musd,True
score 187mae_musd,True
score 187signed_distance_bias_musd,True
inside rounding count 187,True
sample targets 188,True
score 188n,True
score 188n_year_clusters,True
score 188rmse_musd,True
score 188mae_musd,True
score 188signed_distance_bias_musd,True
inside rounding count 188,True
sample targets 189,True
score 189n,True
score 189n_year_clusters,True
score 189rmse_musd,True
score 189mae_musd,True
score 189signed_distance_bias_musd,True
inside rounding count 189,True
sample targets 190,True
score 190n,True
score 190n_year_clusters,True
score 190rmse_musd,True
score 190mae_musd,True
score 190signed_distance_bias_musd,True
inside rounding count 190,True
sample targets 191,True
score 191n,True
score 191n_year_clusters,True
score 191rmse_musd,True
score 191mae_musd,True
score 191signed_distance_bias_musd,True
inside rounding count 191,True
comparison 0n,True
comparison 0candidate_rmse_musd,True
comparison 0reference_rmse_musd,True
comparison 0rmse_ratio,True
comparison 0ratio_p05,True
comparison 0ratio_p95,True
one original raw comparison 0,True
original raw match 0rmse_ratio,True
original raw match 0ratio_p05,True
original raw match 0ratio_p95,True
comparison 1n,True
comparison 1candidate_rmse_musd,True
comparison 1reference_rmse_musd,True
comparison 1rmse_ratio,True
comparison 1ratio_p05,True
comparison 1ratio_p95,True
comparison 2n,True
comparison 2candidate_rmse_musd,True
comparison 2reference_rmse_musd,True
comparison 2rmse_ratio,True
comparison 2ratio_p05,True
comparison 2ratio_p95,True
one original raw comparison 2,True
original raw match 2rmse_ratio,True
original raw match 2ratio_p05,True
original raw match 2ratio_p95,True
comparison 3n,True
comparison 3candidate_rmse_musd,True
comparison 3reference_rmse_musd,True
comparison 3rmse_ratio,True
comparison 3ratio_p05,True
comparison 3ratio_p95,True
comparison 4n,True
comparison 4candidate_rmse_musd,True
comparison 4reference_rmse_musd,True
comparison 4rmse_ratio,True
comparison 4ratio_p05,True
comparison 4ratio_p95,True
one original raw comparison 4,True
original raw match 4rmse_ratio,True
original raw match 4ratio_p05,True
original raw match 4ratio_p95,True
comparison 5n,True
comparison 5candidate_rmse_musd,True
comparison 5reference_rmse_musd,True
comparison 5rmse_ratio,True
comparison 5ratio_p05,True
comparison 5ratio_p95,True
comparison 6n,True
comparison 6candidate_rmse_musd,True
comparison 6reference_rmse_musd,True
comparison 6rmse_ratio,True
comparison 6ratio_p05,True
comparison 6ratio_p95,True
one original raw comparison 6,True
original raw match 6rmse_ratio,True
original raw match 6ratio_p05,True
original raw match 6ratio_p95,True
comparison 7n,True
comparison 7candidate_rmse_musd,True
comparison 7reference_rmse_musd,True
comparison 7rmse_ratio,True
comparison 7ratio_p05,True
comparison 7ratio_p95,True
comparison 8n,True
comparison 8candidate_rmse_musd,True
comparison 8reference_rmse_musd,True
comparison 8rmse_ratio,True
comparison 8ratio_p05,True
comparison 8ratio_p95,True
one original raw comparison 8,True
original raw match 8rmse_ratio,True
original raw match 8ratio_p05,True
original raw match 8ratio_p95,True
comparison 9n,True
comparison 9candidate_rmse_musd,True
comparison 9reference_rmse_musd,True
comparison 9rmse_ratio,True
comparison 9ratio_p05,True
comparison 9ratio_p95,True
comparison 10n,True
comparison 10candidate_rmse_musd,True
comparison 10reference_rmse_musd,True
comparison 10rmse_ratio,True
comparison 10ratio_p05,True
comparison 10ratio_p95,True
one original raw comparison 10,True
original raw match 10rmse_ratio,True
original raw match 10ratio_p05,True
original raw match 10ratio_p95,True
comparison 11n,True
comparison 11candidate_rmse_musd,True
comparison 11reference_rmse_musd,True
comparison 11rmse_ratio,True
comparison 11ratio_p05,True
comparison 11ratio_p95,True
comparison 12n,True
comparison 12candidate_rmse_musd,True
comparison 12reference_rmse_musd,True
comparison 12rmse_ratio,True
comparison 12ratio_p05,True
comparison 12ratio_p95,True
one original raw comparison 12,True
original raw match 12rmse_ratio,True
original raw match 12ratio_p05,True
original raw match 12ratio_p95,True
comparison 13n,True
comparison 13candidate_rmse_musd,True
comparison 13reference_rmse_musd,True
comparison 13rmse_ratio,True
comparison 13ratio_p05,True
comparison 13ratio_p95,True
comparison 14n,True
comparison 14candidate_rmse_musd,True
comparison 14reference_rmse_musd,True
comparison 14rmse_ratio,True
comparison 14ratio_p05,True
comparison 14ratio_p95,True
one original raw comparison 14,True
original raw match 14rmse_ratio,True
original raw match 14ratio_p05,True
original raw match 14ratio_p95,True
comparison 15n,True
comparison 15candidate_rmse_musd,True
comparison 15reference_rmse_musd,True
comparison 15rmse_ratio,True
comparison 15ratio_p05,True
comparison 15ratio_p95,True
comparison 16n,True
comparison 16candidate_rmse_musd,True
comparison 16reference_rmse_musd,True
comparison 16rmse_ratio,True
comparison 16ratio_p05,True
comparison 16ratio_p95,True
one original raw comparison 16,True
original raw match 16rmse_ratio,True
original raw match 16ratio_p05,True
original raw match 16ratio_p95,True
comparison 17n,True
comparison 17candidate_rmse_musd,True
comparison 17reference_rmse_musd,True
comparison 17rmse_ratio,True
comparison 17ratio_p05,True
comparison 17ratio_p95,True
comparison 18n,True
comparison 18candidate_rmse_musd,True
comparison 18reference_rmse_musd,True
comparison 18rmse_ratio,True
comparison 18ratio_p05,True
comparison 18ratio_p95,True
one original raw comparison 18,True
original raw match 18rmse_ratio,True
original raw match 18ratio_p05,True
original raw match 18ratio_p95,True
comparison 19n,True
comparison 19candidate_rmse_musd,True
comparison 19reference_rmse_musd,True
comparison 19rmse_ratio,True
comparison 19ratio_p05,True
comparison 19ratio_p95,True
comparison 20n,True
comparison 20candidate_rmse_musd,True
comparison 20reference_rmse_musd,True
comparison 20rmse_ratio,True
comparison 20ratio_p05,True
comparison 20ratio_p95,True
one original raw comparison 20,True
original raw match 20rmse_ratio,True
original raw match 20ratio_p05,True
original raw match 20ratio_p95,True
comparison 21n,True
comparison 21candidate_rmse_musd,True
comparison 21reference_rmse_musd,True
comparison 21rmse_ratio,True
comparison 21ratio_p05,True
comparison 21ratio_p95,True
comparison 22n,True
comparison 22candidate_rmse_musd,True
comparison 22reference_rmse_musd,True
comparison 22rmse_ratio,True
comparison 22ratio_p05,True
comparison 22ratio_p95,True
one original raw comparison 22,True
original raw match 22rmse_ratio,True
original raw match 22ratio_p05,True
original raw match 22ratio_p95,True
comparison 23n,True
comparison 23candidate_rmse_musd,True
comparison 23reference_rmse_musd,True
comparison 23rmse_ratio,True
comparison 23ratio_p05,True
comparison 23ratio_p95,True
comparison 24n,True
comparison 24candidate_rmse_musd,True
comparison 24reference_rmse_musd,True
comparison 24rmse_ratio,True
comparison 24ratio_p05,True
comparison 24ratio_p95,True
one original raw comparison 24,True
original raw match 24rmse_ratio,True
original raw match 24ratio_p05,True
original raw match 24ratio_p95,True
comparison 25n,True
comparison 25candidate_rmse_musd,True
comparison 25reference_rmse_musd,True
comparison 25rmse_ratio,True
comparison 25ratio_p05,True
comparison 25ratio_p95,True
comparison 26n,True
comparison 26candidate_rmse_musd,True
comparison 26reference_rmse_musd,True
comparison 26rmse_ratio,True
comparison 26ratio_p05,True
comparison 26ratio_p95,True
one original raw comparison 26,True
original raw match 26rmse_ratio,True
original raw match 26ratio_p05,True
original raw match 26ratio_p95,True
comparison 27n,True
comparison 27candidate_rmse_musd,True
comparison 27reference_rmse_musd,True
comparison 27rmse_ratio,True
comparison 27ratio_p05,True
comparison 27ratio_p95,True
comparison 28n,True
comparison 28candidate_rmse_musd,True
comparison 28reference_rmse_musd,True
comparison 28rmse_ratio,True
comparison 28ratio_p05,True
comparison 28ratio_p95,True
one original raw comparison 28,True
original raw match 28rmse_ratio,True
original raw match 28ratio_p05,True
original raw match 28ratio_p95,True
comparison 29n,True
comparison 29candidate_rmse_musd,True
comparison 29reference_rmse_musd,True
comparison 29rmse_ratio,True
comparison 29ratio_p05,True
comparison 29ratio_p95,True
comparison 30n,True
comparison 30candidate_rmse_musd,True
comparison 30reference_rmse_musd,True
comparison 30rmse_ratio,True
comparison 30ratio_p05,True
comparison 30ratio_p95,True
one original raw comparison 30,True
original raw match 30rmse_ratio,True
original raw match 30ratio_p05,True
original raw match 30ratio_p95,True
comparison 31n,True
comparison 31candidate_rmse_musd,True
comparison 31reference_rmse_musd,True
comparison 31rmse_ratio,True
comparison 31ratio_p05,True
comparison 31ratio_p95,True
comparison 32n,True
comparison 32candidate_rmse_musd,True
comparison 32reference_rmse_musd,True
comparison 32rmse_ratio,True
comparison 32ratio_p05,True
comparison 32ratio_p95,True
one original raw comparison 32,True
original raw match 32rmse_ratio,True
original raw match 32ratio_p05,True
original raw match 32ratio_p95,True
comparison 33n,True
comparison 33candidate_rmse_musd,True
comparison 33reference_rmse_musd,True
comparison 33rmse_ratio,True
comparison 33ratio_p05,True
comparison 33ratio_p95,True
comparison 34n,True
comparison 34candidate_rmse_musd,True
comparison 34reference_rmse_musd,True
comparison 34rmse_ratio,True
comparison 34ratio_p05,True
comparison 34ratio_p95,True
one original raw comparison 34,True
original raw match 34rmse_ratio,True
original raw match 34ratio_p05,True
original raw match 34ratio_p95,True
comparison 35n,True
comparison 35candidate_rmse_musd,True
comparison 35reference_rmse_musd,True
comparison 35rmse_ratio,True
comparison 35ratio_p05,True
comparison 35ratio_p95,True
comparison 36n,True
comparison 36candidate_rmse_musd,True
comparison 36reference_rmse_musd,True
comparison 36rmse_ratio,True
comparison 36ratio_p05,True
comparison 36ratio_p95,True
one original raw comparison 36,True
original raw match 36rmse_ratio,True
original raw match 36ratio_p05,True
original raw match 36ratio_p95,True
comparison 37n,True
comparison 37candidate_rmse_musd,True
comparison 37reference_rmse_musd,True
comparison 37rmse_ratio,True
comparison 37ratio_p05,True
comparison 37ratio_p95,True
comparison 38n,True
comparison 38candidate_rmse_musd,True
comparison 38reference_rmse_musd,True
comparison 38rmse_ratio,True
comparison 38ratio_p05,True
comparison 38ratio_p95,True
one original raw comparison 38,True
original raw match 38rmse_ratio,True
original raw match 38ratio_p05,True
original raw match 38ratio_p95,True
comparison 39n,True
comparison 39candidate_rmse_musd,True
comparison 39reference_rmse_musd,True
comparison 39rmse_ratio,True
comparison 39ratio_p05,True
comparison 39ratio_p95,True
comparison 40n,True
comparison 40candidate_rmse_musd,True
comparison 40reference_rmse_musd,True
comparison 40rmse_ratio,True
comparison 40ratio_p05,True
comparison 40ratio_p95,True
one original raw comparison 40,True
original raw match 40rmse_ratio,True
original raw match 40ratio_p05,True
original raw match 40ratio_p95,True
comparison 41n,True
comparison 41candidate_rmse_musd,True
comparison 41reference_rmse_musd,True
comparison 41rmse_ratio,True
comparison 41ratio_p05,True
comparison 41ratio_p95,True
comparison 42n,True
comparison 42candidate_rmse_musd,True
comparison 42reference_rmse_musd,True
comparison 42rmse_ratio,True
comparison 42ratio_p05,True
comparison 42ratio_p95,True
one original raw comparison 42,True
original raw match 42rmse_ratio,True
original raw match 42ratio_p05,True
original raw match 42ratio_p95,True
comparison 43n,True
comparison 43candidate_rmse_musd,True
comparison 43reference_rmse_musd,True
comparison 43rmse_ratio,True
comparison 43ratio_p05,True
comparison 43ratio_p95,True
comparison 44n,True
comparison 44candidate_rmse_musd,True
comparison 44reference_rmse_musd,True
comparison 44rmse_ratio,True
comparison 44ratio_p05,True
comparison 44ratio_p95,True
one original raw comparison 44,True
original raw match 44rmse_ratio,True
original raw match 44ratio_p05,True
original raw match 44ratio_p95,True
comparison 45n,True
comparison 45candidate_rmse_musd,True
comparison 45reference_rmse_musd,True
comparison 45rmse_ratio,True
comparison 45ratio_p05,True
comparison 45ratio_p95,True
comparison 46n,True
comparison 46candidate_rmse_musd,True
comparison 46reference_rmse_musd,True
comparison 46rmse_ratio,True
comparison 46ratio_p05,True
comparison 46ratio_p95,True
one original raw comparison 46,True
original raw match 46rmse_ratio,True
original raw match 46ratio_p05,True
original raw match 46ratio_p95,True
comparison 47n,True
comparison 47candidate_rmse_musd,True
comparison 47reference_rmse_musd,True
comparison 47rmse_ratio,True
comparison 47ratio_p05,True
comparison 47ratio_p95,True
comparison 48n,True
comparison 48candidate_rmse_musd,True
comparison 48reference_rmse_musd,True
comparison 48rmse_ratio,True
comparison 48ratio_p05,True
comparison 48ratio_p95,True
one original raw comparison 48,True
original raw match 48rmse_ratio,True
original raw match 48ratio_p05,True
original raw match 48ratio_p95,True
comparison 49n,True
comparison 49candidate_rmse_musd,True
comparison 49reference_rmse_musd,True
comparison 49rmse_ratio,True
comparison 49ratio_p05,True
comparison 49ratio_p95,True
comparison 50n,True
comparison 50candidate_rmse_musd,True
comparison 50reference_rmse_musd,True
comparison 50rmse_ratio,True
comparison 50ratio_p05,True
comparison 50ratio_p95,True
one original raw comparison 50,True
original raw match 50rmse_ratio,True
original raw match 50ratio_p05,True
original raw match 50ratio_p95,True
comparison 51n,True
comparison 51candidate_rmse_musd,True
comparison 51reference_rmse_musd,True
comparison 51rmse_ratio,True
comparison 51ratio_p05,True
comparison 51ratio_p95,True
comparison 52n,True
comparison 52candidate_rmse_musd,True
comparison 52reference_rmse_musd,True
comparison 52rmse_ratio,True
comparison 52ratio_p05,True
comparison 52ratio_p95,True
one original raw comparison 52,True
original raw match 52rmse_ratio,True
original raw match 52ratio_p05,True
original raw match 52ratio_p95,True
comparison 53n,True
comparison 53candidate_rmse_musd,True
comparison 53reference_rmse_musd,True
comparison 53rmse_ratio,True
comparison 53ratio_p05,True
comparison 53ratio_p95,True
comparison 54n,True
comparison 54candidate_rmse_musd,True
comparison 54reference_rmse_musd,True
comparison 54rmse_ratio,True
comparison 54ratio_p05,True
comparison 54ratio_p95,True
one original raw comparison 54,True
original raw match 54rmse_ratio,True
original raw match 54ratio_p05,True
original raw match 54ratio_p95,True
comparison 55n,True
comparison 55candidate_rmse_musd,True
comparison 55reference_rmse_musd,True
comparison 55rmse_ratio,True
comparison 55ratio_p05,True
comparison 55ratio_p95,True
comparison 56n,True
comparison 56candidate_rmse_musd,True
comparison 56reference_rmse_musd,True
comparison 56rmse_ratio,True
comparison 56ratio_p05,True
comparison 56ratio_p95,True
one original raw comparison 56,True
original raw match 56rmse_ratio,True
original raw match 56ratio_p05,True
original raw match 56ratio_p95,True
comparison 57n,True
comparison 57candidate_rmse_musd,True
comparison 57reference_rmse_musd,True
comparison 57rmse_ratio,True
comparison 57ratio_p05,True
comparison 57ratio_p95,True
comparison 58n,True
comparison 58candidate_rmse_musd,True
comparison 58reference_rmse_musd,True
comparison 58rmse_ratio,True
comparison 58ratio_p05,True
comparison 58ratio_p95,True
one original raw comparison 58,True
original raw match 58rmse_ratio,True
original raw match 58ratio_p05,True
original raw match 58ratio_p95,True
comparison 59n,True
comparison 59candidate_rmse_musd,True
comparison 59reference_rmse_musd,True
comparison 59rmse_ratio,True
comparison 59ratio_p05,True
comparison 59ratio_p95,True
comparison 60n,True
comparison 60candidate_rmse_musd,True
comparison 60reference_rmse_musd,True
comparison 60rmse_ratio,True
comparison 60ratio_p05,True
comparison 60ratio_p95,True
one original raw comparison 60,True
original raw match 60rmse_ratio,True
original raw match 60ratio_p05,True
original raw match 60ratio_p95,True
comparison 61n,True
comparison 61candidate_rmse_musd,True
comparison 61reference_rmse_musd,True
comparison 61rmse_ratio,True
comparison 61ratio_p05,True
comparison 61ratio_p95,True
comparison 62n,True
comparison 62candidate_rmse_musd,True
comparison 62reference_rmse_musd,True
comparison 62rmse_ratio,True
comparison 62ratio_p05,True
comparison 62ratio_p95,True
one original raw comparison 62,True
original raw match 62rmse_ratio,True
original raw match 62ratio_p05,True
original raw match 62ratio_p95,True
comparison 63n,True
comparison 63candidate_rmse_musd,True
comparison 63reference_rmse_musd,True
comparison 63rmse_ratio,True
comparison 63ratio_p05,True
comparison 63ratio_p95,True
comparison 64n,True
comparison 64candidate_rmse_musd,True
comparison 64reference_rmse_musd,True
comparison 64rmse_ratio,True
comparison 64ratio_p05,True
comparison 64ratio_p95,True
one original raw comparison 64,True
original raw match 64rmse_ratio,True
original raw match 64ratio_p05,True
original raw match 64ratio_p95,True
comparison 65n,True
comparison 65candidate_rmse_musd,True
comparison 65reference_rmse_musd,True
comparison 65rmse_ratio,True
comparison 65ratio_p05,True
comparison 65ratio_p95,True
comparison 66n,True
comparison 66candidate_rmse_musd,True
comparison 66reference_rmse_musd,True
comparison 66rmse_ratio,True
comparison 66ratio_p05,True
comparison 66ratio_p95,True
one original raw comparison 66,True
original raw match 66rmse_ratio,True
original raw match 66ratio_p05,True
original raw match 66ratio_p95,True
comparison 67n,True
comparison 67candidate_rmse_musd,True
comparison 67reference_rmse_musd,True
comparison 67rmse_ratio,True
comparison 67ratio_p05,True
comparison 67ratio_p95,True
comparison 68n,True
comparison 68candidate_rmse_musd,True
comparison 68reference_rmse_musd,True
comparison 68rmse_ratio,True
comparison 68ratio_p05,True
comparison 68ratio_p95,True
one original raw comparison 68,True
original raw match 68rmse_ratio,True
original raw match 68ratio_p05,True
original raw match 68ratio_p95,True
comparison 69n,True
comparison 69candidate_rmse_musd,True
comparison 69reference_rmse_musd,True
comparison 69rmse_ratio,True
comparison 69ratio_p05,True
comparison 69ratio_p95,True
comparison 70n,True
comparison 70candidate_rmse_musd,True
comparison 70reference_rmse_musd,True
comparison 70rmse_ratio,True
comparison 70ratio_p05,True
comparison 70ratio_p95,True
one original raw comparison 70,True
original raw match 70rmse_ratio,True
original raw match 70ratio_p05,True
original raw match 70ratio_p95,True
comparison 71n,True
comparison 71candidate_rmse_musd,True
comparison 71reference_rmse_musd,True
comparison 71rmse_ratio,True
comparison 71ratio_p05,True
comparison 71ratio_p95,True
comparison 72n,True
comparison 72candidate_rmse_musd,True
comparison 72reference_rmse_musd,True
comparison 72rmse_ratio,True
comparison 72ratio_p05,True
comparison 72ratio_p95,True
one original raw comparison 72,True
original raw match 72rmse_ratio,True
original raw match 72ratio_p05,True
original raw match 72ratio_p95,True
comparison 73n,True
comparison 73candidate_rmse_musd,True
comparison 73reference_rmse_musd,True
comparison 73rmse_ratio,True
comparison 73ratio_p05,True
comparison 73ratio_p95,True
comparison 74n,True
comparison 74candidate_rmse_musd,True
comparison 74reference_rmse_musd,True
comparison 74rmse_ratio,True
comparison 74ratio_p05,True
comparison 74ratio_p95,True
one original raw comparison 74,True
original raw match 74rmse_ratio,True
original raw match 74ratio_p05,True
original raw match 74ratio_p95,True
comparison 75n,True
comparison 75candidate_rmse_musd,True
comparison 75reference_rmse_musd,True
comparison 75rmse_ratio,True
comparison 75ratio_p05,True
comparison 75ratio_p95,True
comparison 76n,True
comparison 76candidate_rmse_musd,True
comparison 76reference_rmse_musd,True
comparison 76rmse_ratio,True
comparison 76ratio_p05,True
comparison 76ratio_p95,True
one original raw comparison 76,True
original raw match 76rmse_ratio,True
original raw match 76ratio_p05,True
original raw match 76ratio_p95,True
comparison 77n,True
comparison 77candidate_rmse_musd,True
comparison 77reference_rmse_musd,True
comparison 77rmse_ratio,True
comparison 77ratio_p05,True
comparison 77ratio_p95,True
comparison 78n,True
comparison 78candidate_rmse_musd,True
comparison 78reference_rmse_musd,True
comparison 78rmse_ratio,True
comparison 78ratio_p05,True
comparison 78ratio_p95,True
one original raw comparison 78,True
original raw match 78rmse_ratio,True
original raw match 78ratio_p05,True
original raw match 78ratio_p95,True
comparison 79n,True
comparison 79candidate_rmse_musd,True
comparison 79reference_rmse_musd,True
comparison 79rmse_ratio,True
comparison 79ratio_p05,True
comparison 79ratio_p95,True
comparison 80n,True
comparison 80candidate_rmse_musd,True
comparison 80reference_rmse_musd,True
comparison 80rmse_ratio,True
comparison 80ratio_p05,True
comparison 80ratio_p95,True
one original raw comparison 80,True
original raw match 80rmse_ratio,True
original raw match 80ratio_p05,True
original raw match 80ratio_p95,True
comparison 81n,True
comparison 81candidate_rmse_musd,True
comparison 81reference_rmse_musd,True
comparison 81rmse_ratio,True
comparison 81ratio_p05,True
comparison 81ratio_p95,True
comparison 82n,True
comparison 82candidate_rmse_musd,True
comparison 82reference_rmse_musd,True
comparison 82rmse_ratio,True
comparison 82ratio_p05,True
comparison 82ratio_p95,True
one original raw comparison 82,True
original raw match 82rmse_ratio,True
original raw match 82ratio_p05,True
original raw match 82ratio_p95,True
comparison 83n,True
comparison 83candidate_rmse_musd,True
comparison 83reference_rmse_musd,True
comparison 83rmse_ratio,True
comparison 83ratio_p05,True
comparison 83ratio_p95,True
comparison 84n,True
comparison 84candidate_rmse_musd,True
comparison 84reference_rmse_musd,True
comparison 84rmse_ratio,True
comparison 84ratio_p05,True
comparison 84ratio_p95,True
one original raw comparison 84,True
original raw match 84rmse_ratio,True
original raw match 84ratio_p05,True
original raw match 84ratio_p95,True
comparison 85n,True
comparison 85candidate_rmse_musd,True
comparison 85reference_rmse_musd,True
comparison 85rmse_ratio,True
comparison 85ratio_p05,True
comparison 85ratio_p95,True
comparison 86n,True
comparison 86candidate_rmse_musd,True
comparison 86reference_rmse_musd,True
comparison 86rmse_ratio,True
comparison 86ratio_p05,True
comparison 86ratio_p95,True
one original raw comparison 86,True
original raw match 86rmse_ratio,True
original raw match 86ratio_p05,True
original raw match 86ratio_p95,True
comparison 87n,True
comparison 87candidate_rmse_musd,True
comparison 87reference_rmse_musd,True
comparison 87rmse_ratio,True
comparison 87ratio_p05,True
comparison 87ratio_p95,True
comparison 88n,True
comparison 88candidate_rmse_musd,True
comparison 88reference_rmse_musd,True
comparison 88rmse_ratio,True
comparison 88ratio_p05,True
comparison 88ratio_p95,True
one original raw comparison 88,True
original raw match 88rmse_ratio,True
original raw match 88ratio_p05,True
original raw match 88ratio_p95,True
comparison 89n,True
comparison 89candidate_rmse_musd,True
comparison 89reference_rmse_musd,True
comparison 89rmse_ratio,True
comparison 89ratio_p05,True
comparison 89ratio_p95,True
comparison 90n,True
comparison 90candidate_rmse_musd,True
comparison 90reference_rmse_musd,True
comparison 90rmse_ratio,True
comparison 90ratio_p05,True
comparison 90ratio_p95,True
one original raw comparison 90,True
original raw match 90rmse_ratio,True
original raw match 90ratio_p05,True
original raw match 90ratio_p95,True
comparison 91n,True
comparison 91candidate_rmse_musd,True
comparison 91reference_rmse_musd,True
comparison 91rmse_ratio,True
comparison 91ratio_p05,True
comparison 91ratio_p95,True
comparison 92n,True
comparison 92candidate_rmse_musd,True
comparison 92reference_rmse_musd,True
comparison 92rmse_ratio,True
comparison 92ratio_p05,True
comparison 92ratio_p95,True
one original raw comparison 92,True
original raw match 92rmse_ratio,True
original raw match 92ratio_p05,True
original raw match 92ratio_p95,True
comparison 93n,True
comparison 93candidate_rmse_musd,True
comparison 93reference_rmse_musd,True
comparison 93rmse_ratio,True
comparison 93ratio_p05,True
comparison 93ratio_p95,True
comparison 94n,True
comparison 94candidate_rmse_musd,True
comparison 94reference_rmse_musd,True
comparison 94rmse_ratio,True
comparison 94ratio_p05,True
comparison 94ratio_p95,True
one original raw comparison 94,True
original raw match 94rmse_ratio,True
original raw match 94ratio_p05,True
original raw match 94ratio_p95,True
comparison 95n,True
comparison 95candidate_rmse_musd,True
comparison 95reference_rmse_musd,True
comparison 95rmse_ratio,True
comparison 95ratio_p05,True
comparison 95ratio_p95,True
comparison 96n,True
comparison 96candidate_rmse_musd,True
comparison 96reference_rmse_musd,True
comparison 96rmse_ratio,True
comparison 96ratio_p05,True
comparison 96ratio_p95,True
one original raw comparison 96,True
original raw match 96rmse_ratio,True
original raw match 96ratio_p05,True
original raw match 96ratio_p95,True
comparison 97n,True
comparison 97candidate_rmse_musd,True
comparison 97reference_rmse_musd,True
comparison 97rmse_ratio,True
comparison 97ratio_p05,True
comparison 97ratio_p95,True
comparison 98n,True
comparison 98candidate_rmse_musd,True
comparison 98reference_rmse_musd,True
comparison 98rmse_ratio,True
comparison 98ratio_p05,True
comparison 98ratio_p95,True
one original raw comparison 98,True
original raw match 98rmse_ratio,True
original raw match 98ratio_p05,True
original raw match 98ratio_p95,True
comparison 99n,True
comparison 99candidate_rmse_musd,True
comparison 99reference_rmse_musd,True
comparison 99rmse_ratio,True
comparison 99ratio_p05,True
comparison 99ratio_p95,True
comparison 100n,True
comparison 100candidate_rmse_musd,True
comparison 100reference_rmse_musd,True
comparison 100rmse_ratio,True
comparison 100ratio_p05,True
comparison 100ratio_p95,True
one original raw comparison 100,True
original raw match 100rmse_ratio,True
original raw match 100ratio_p05,True
original raw match 100ratio_p95,True
comparison 101n,True
comparison 101candidate_rmse_musd,True
comparison 101reference_rmse_musd,True
comparison 101rmse_ratio,True
comparison 101ratio_p05,True
comparison 101ratio_p95,True
comparison 102n,True
comparison 102candidate_rmse_musd,True
comparison 102reference_rmse_musd,True
comparison 102rmse_ratio,True
comparison 102ratio_p05,True
comparison 102ratio_p95,True
one original raw comparison 102,True
original raw match 102rmse_ratio,True
original raw match 102ratio_p05,True
original raw match 102ratio_p95,True
comparison 103n,True
comparison 103candidate_rmse_musd,True
comparison 103reference_rmse_musd,True
comparison 103rmse_ratio,True
comparison 103ratio_p05,True
comparison 103ratio_p95,True
comparison 104n,True
comparison 104candidate_rmse_musd,True
comparison 104reference_rmse_musd,True
comparison 104rmse_ratio,True
comparison 104ratio_p05,True
comparison 104ratio_p95,True
one original raw comparison 104,True
original raw match 104rmse_ratio,True
original raw match 104ratio_p05,True
original raw match 104ratio_p95,True
comparison 105n,True
comparison 105candidate_rmse_musd,True
comparison 105reference_rmse_musd,True
comparison 105rmse_ratio,True
comparison 105ratio_p05,True
comparison 105ratio_p95,True
comparison 106n,True
comparison 106candidate_rmse_musd,True
comparison 106reference_rmse_musd,True
comparison 106rmse_ratio,True
comparison 106ratio_p05,True
comparison 106ratio_p95,True
one original raw comparison 106,True
original raw match 106rmse_ratio,True
