quarter,metric,frozen_value,normalized_unit,frozen_display_step,original_checked_status,original_publication_date,original_publication_basis,original_time_value,original_time_basis,original_source_attempt_url,original_value,original_unit,original_normalized_value,original_source_id,original_source_url,original_document,original_section,original_first_known_date,original_precision_step_normalized,original_calculated,finer_or_later_corroboration_value,finer_or_later_corroboration_unit,finer_or_later_corroboration_normalized_value,finer_or_later_corroboration_source_id,finer_or_later_corroboration_source_url,finer_or_later_corroboration_document,finer_or_later_corroboration_section,finer_or_later_corroboration_first_known_date,finer_or_later_corroboration_precision_step_normalized,finer_or_later_corroboration_calculated,best_checked_value,best_minus_frozen,original_headline_rounding_compatible,best_vs_frozen_rounding_compatible,discrepancy_classification,precision_timing,filed_metric_name,definition,notes,treatment,as_of
2022Q2,gbv_musd,17000.0,USD_million,100,checked,2022-08-02,Original SEC earnings exhibit; date corroborated by inherited source manifest/calendar; currently served URL not archived historical bytes,2022-08-02T20:30:00Z,"Inherited webcast start; conservative certainly-public-by proxy, NOT exact release/filing time",https://www.sec.gov/Archives/edgar/data/1559720/000119312522210001/d353427dex991.htm,17,USD_billion,17000.0,2022Q2_letter,https://www.sec.gov/Archives/edgar/data/1559720/000119312522210001/d353427dex991.htm,Airbnb 2022Q2 shareholder letter,Quarterly summary,2022-08-02,100.0,False,16980.6,USD_million,16980.6,2022Q2_letter,https://www.sec.gov/Archives/edgar/data/1559720/000119312522210001/d353427dex991.htm,Airbnb 2022Q2 shareholder letter,Key business metrics: GBV (millions),2022-08-02,0.1,False,16980.6,-19.400000000001455,True,True,rounding,same_document_or_same_date,Gross Booking Value,"Booking-event gross value, includes host earnings, service/cleaning fees and taxes, net cancellations/alterations; not recognized revenue",,descriptive_source_audit_no_replacement,2026-09-14
2022Q2,adr_usd,163.74,USD_per_aggregate_booking,0.01,checked,2022-08-02,Original SEC earnings exhibit; date corroborated by inherited source manifest/calendar; currently served URL not archived historical bytes,2022-08-02T20:30:00Z,"Inherited webcast start; conservative certainly-public-by proxy, NOT exact release/filing time",https://www.sec.gov/Archives/edgar/data/1559720/000119312522210001/d353427dex991.htm,163.74,USD_per_aggregate_booking,163.74,2022Q2_letter,https://www.sec.gov/Archives/edgar/data/1559720/000119312522210001/d353427dex991.htm,Airbnb 2022Q2 shareholder letter,Quarterly summary,2022-08-02,0.01,False,,,,,,,,,,,163.74,0.0,True,True,exact,no_finer_value_confirmed,Nights and Experiences Booked,"stay nights plus experience participant seats; ADR is direct GBV per aggregate booked unit, except explicitly calculated frozen 2020 ADR",,descriptive_source_audit_no_replacement,2026-09-14
2022Q2,revenue_musd,2104.0,USD_million,1,checked,2022-08-02,Original SEC earnings exhibit; date corroborated by inherited source manifest/calendar; currently served URL not archived historical bytes,2022-08-02T20:30:00Z,"Inherited webcast start; conservative certainly-public-by proxy, NOT exact release/filing time",https://www.sec.gov/Archives/edgar/data/1559720/000119312522210001/d353427dex991.htm,2104,USD_million,2104.0,2022Q2_letter,https://www.sec.gov/Archives/edgar/data/1559720/000119312522210001/d353427dex991.htm,Airbnb 2022Q2 shareholder letter,Quarterly summary,2022-08-02,1.0,False,2104107,USD_thousand,2104.107,2022Q2_letter,https://www.sec.gov/Archives/edgar/data/1559720/000119312522210001/d353427dex991.htm,Airbnb 2022Q2 shareholder letter,Consolidated statements of operations: GAAP revenue (thousands),2022-08-02,0.001,False,2104.107,0.1069999999999709,True,True,rounding,same_document_or_same_date,GAAP revenue,Recognized revenue; not cash bookings or GBV,,descriptive_source_audit_no_replacement,2026-09-14
2022Q3,nights_m,99.7,million_bookings,0.1,checked,2022-11-01,Original SEC earnings exhibit; date corroborated by inherited source manifest/calendar; currently served URL not archived historical bytes,2022-11-01T20:30:00Z,"Inherited webcast start; conservative certainly-public-by proxy, NOT exact release/filing time",https://www.sec.gov/Archives/edgar/data/1559720/000119312522274904/d408297dex991.htm,99.7,million_bookings,99.7,2022Q3_letter,https://www.sec.gov/Archives/edgar/data/1559720/000119312522274904/d408297dex991.htm,Airbnb 2022Q3 shareholder letter,Quarterly summary,2022-11-01,0.1,False,,,,,,,,,,,99.7,0.0,True,True,exact,no_finer_value_confirmed,Nights and Experiences Booked,stay nights plus experience participant seats; not pure hotel room nights,,descriptive_source_audit_no_replacement,2026-09-14
2022Q3,gbv_musd,15600.0,USD_million,100,checked,2022-11-01,Original SEC earnings exhibit; date corroborated by inherited source manifest/calendar; currently served URL not archived historical bytes,2022-11-01T20:30:00Z,"Inherited webcast start; conservative certainly-public-by proxy, NOT exact release/filing time",https://www.sec.gov/Archives/edgar/data/1559720/000119312522274904/d408297dex991.htm,15.6,USD_billion,15600.0,2022Q3_letter,https://www.sec.gov/Archives/edgar/data/1559720/000119312522274904/d408297dex991.htm,Airbnb 2022Q3 shareholder letter,Quarterly summary,2022-11-01,100.0,False,,,,,,,,,,,15600.0,0.0,True,True,exact,no_finer_value_confirmed,Gross Booking Value,"Booking-event gross value, includes host earnings, service/cleaning fees and taxes, net cancellations/alterations; not recognized revenue",,descriptive_source_audit_no_replacement,2026-09-14
2022Q3,adr_usd,156.44,USD_per_aggregate_booking,0.01,checked,2022-11-01,Original SEC earnings exhibit; date corroborated by inherited source manifest/calendar; currently served URL not archived historical bytes,2022-11-01T20:30:00Z,"Inherited webcast start; conservative certainly-public-by proxy, NOT exact release/filing time",https://www.sec.gov/Archives/edgar/data/1559720/000119312522274904/d408297dex991.htm,156.44,USD_per_aggregate_booking,156.44,2022Q3_letter,https://www.sec.gov/Archives/edgar/data/1559720/000119312522274904/d408297dex991.htm,Airbnb 2022Q3 shareholder letter,Quarterly summary,2022-11-01,0.01,False,,,,,,,,,,,156.44,0.0,True,True,exact,no_finer_value_confirmed,Nights and Experiences Booked,"stay nights plus experience participant seats; ADR is direct GBV per aggregate booked unit, except explicitly calculated frozen 2020 ADR",,descriptive_source_audit_no_replacement,2026-09-14
2022Q3,revenue_musd,2884.0,USD_million,1,checked,2022-11-01,Original SEC earnings exhibit; date corroborated by inherited source manifest/calendar; currently served URL not archived historical bytes,2022-11-01T20:30:00Z,"Inherited webcast start; conservative certainly-public-by proxy, NOT exact release/filing time",https://www.sec.gov/Archives/edgar/data/1559720/000119312522274904/d408297dex991.htm,2884,USD_million,2884.0,2022Q3_letter,https://www.sec.gov/Archives/edgar/data/1559720/000119312522274904/d408297dex991.htm,Airbnb 2022Q3 shareholder letter,Quarterly summary,2022-11-01,1.0,False,2884410,USD_thousand,2884.41,2022Q3_letter,https://www.sec.gov/Archives/edgar/data/1559720/000119312522274904/d408297dex991.htm,Airbnb 2022Q3 shareholder letter,Consolidated statements of operations: GAAP revenue (thousands),2022-11-01,0.001,False,2884.41,0.4099999999998545,True,True,rounding,same_document_or_same_date,GAAP revenue,Recognized revenue; not cash bookings or GBV,,descriptive_source_audit_no_replacement,2026-09-14
2022Q4,nights_m,88.2,million_bookings,0.1,checked,2023-02-14,Original SEC earnings exhibit; date corroborated by inherited source manifest/calendar; currently served URL not archived historical bytes,2023-02-14T21:30:00Z,"Inherited webcast start; conservative certainly-public-by proxy, NOT exact release/filing time",https://www.sec.gov/Archives/edgar/data/1559720/000119312523039008/d451233dex991.htm,88.2,million_bookings,88.2,2022Q4_letter,https://www.sec.gov/Archives/edgar/data/1559720/000119312523039008/d451233dex991.htm,Airbnb 2022Q4 shareholder letter,Quarterly summary,2023-02-14,0.1,False,,,,,,,,,,,88.2,0.0,True,True,exact,no_finer_value_confirmed,Nights and Experiences Booked,stay nights plus experience participant seats; not pure hotel room nights,,descriptive_source_audit_no_replacement,2026-09-14
2022Q4,gbv_musd,13500.0,USD_million,100,checked,2023-02-14,Original SEC earnings exhibit; date corroborated by inherited source manifest/calendar; currently served URL not archived historical bytes,2023-02-14T21:30:00Z,"Inherited webcast start; conservative certainly-public-by proxy, NOT exact release/filing time",https://www.sec.gov/Archives/edgar/data/1559720/000119312523039008/d451233dex991.htm,13.5,USD_billion,13500.0,2022Q4_letter,https://www.sec.gov/Archives/edgar/data/1559720/000119312523039008/d451233dex991.htm,Airbnb 2022Q4 shareholder letter,Quarterly summary,2023-02-14,100.0,False,,,,,,,,,,,13500.0,0.0,True,True,exact,no_finer_value_confirmed,Gross Booking Value,"Booking-event gross value, includes host earnings, service/cleaning fees and taxes, net cancellations/alterations; not recognized revenue",,descriptive_source_audit_no_replacement,2026-09-14
2022Q4,adr_usd,152.81,USD_per_aggregate_booking,0.01,checked,2023-02-14,Original SEC earnings exhibit; date corroborated by inherited source manifest/calendar; currently served URL not archived historical bytes,2023-02-14T21:30:00Z,"Inherited webcast start; conservative certainly-public-by proxy, NOT exact release/filing time",https://www.sec.gov/Archives/edgar/data/1559720/000119312523039008/d451233dex991.htm,152.81,USD_per_aggregate_booking,152.81,2022Q4_letter,https://www.sec.gov/Archives/edgar/data/1559720/000119312523039008/d451233dex991.htm,Airbnb 2022Q4 shareholder letter,Quarterly summary,2023-02-14,0.01,False,,,,,,,,,,,152.81,0.0,True,True,exact,no_finer_value_confirmed,Nights and Experiences Booked,"stay nights plus experience participant seats; ADR is direct GBV per aggregate booked unit, except explicitly calculated frozen 2020 ADR",,descriptive_source_audit_no_replacement,2026-09-14
2022Q4,revenue_musd,1902.0,USD_million,1,checked,2023-02-14,Original SEC earnings exhibit; date corroborated by inherited source manifest/calendar; currently served URL not archived historical bytes,2023-02-14T21:30:00Z,"Inherited webcast start; conservative certainly-public-by proxy, NOT exact release/filing time",https://www.sec.gov/Archives/edgar/data/1559720/000119312523039008/d451233dex991.htm,1902,USD_million,1902.0,2022Q4_letter,https://www.sec.gov/Archives/edgar/data/1559720/000119312523039008/d451233dex991.htm,Airbnb 2022Q4 shareholder letter,Quarterly summary,2023-02-14,1.0,False,,,,,,,,,,,1902.0,0.0,True,True,exact,no_finer_value_confirmed,GAAP revenue,Recognized revenue; not cash bookings or GBV,,descriptive_source_audit_no_replacement,2026-09-14
2023Q1,nights_m,121.1,million_bookings,0.1,checked,2023-05-09,Original SEC earnings exhibit; date corroborated by inherited source manifest/calendar; currently served URL not archived historical bytes,2023-05-09T20:30:00Z,"Inherited webcast start; conservative certainly-public-by proxy, NOT exact release/filing time",https://www.sec.gov/Archives/edgar/data/1559720/000119312523139392/d453262dex991.htm,121.1,million_bookings,121.1,2023Q1_letter,https://www.sec.gov/Archives/edgar/data/1559720/000119312523139392/d453262dex991.htm,Airbnb 2023Q1 shareholder letter,Quarterly summary,2023-05-09,0.1,False,,,,,,,,,,,121.1,0.0,True,True,exact,no_finer_value_confirmed,Nights and Experiences Booked,stay nights plus experience participant seats; not pure hotel room nights,,descriptive_source_audit_no_replacement,2026-09-14
2023Q1,gbv_musd,20400.0,USD_million,100,checked,2023-05-09,Original SEC earnings exhibit; date corroborated by inherited source manifest/calendar; currently served URL not archived historical bytes,2023-05-09T20:30:00Z,"Inherited webcast start; conservative certainly-public-by proxy, NOT exact release/filing time",https://www.sec.gov/Archives/edgar/data/1559720/000119312523139392/d453262dex991.htm,20.4,USD_billion,20400.0,2023Q1_letter,https://www.sec.gov/Archives/edgar/data/1559720/000119312523139392/d453262dex991.htm,Airbnb 2023Q1 shareholder letter,Quarterly summary,2023-05-09,100.0,False,,,,,,,,,,,20400.0,0.0,True,True,exact,no_finer_value_confirmed,Gross Booking Value,"Booking-event gross value, includes host earnings, service/cleaning fees and taxes, net cancellations/alterations; not recognized revenue",,descriptive_source_audit_no_replacement,2026-09-14
2023Q1,adr_usd,168.43,USD_per_aggregate_booking,0.01,checked,2023-05-09,Original SEC earnings exhibit; date corroborated by inherited source manifest/calendar; currently served URL not archived historical bytes,2023-05-09T20:30:00Z,"Inherited webcast start; conservative certainly-public-by proxy, NOT exact release/filing time",https://www.sec.gov/Archives/edgar/data/1559720/000119312523139392/d453262dex991.htm,168.43,USD_per_aggregate_booking,168.43,2023Q1_letter,https://www.sec.gov/Archives/edgar/data/1559720/000119312523139392/d453262dex991.htm,Airbnb 2023Q1 shareholder letter,Quarterly summary,2023-05-09,0.01,False,,,,,,,,,,,168.43,0.0,True,True,exact,no_finer_value_confirmed,Nights and Experiences Booked,"stay nights plus experience participant seats; ADR is direct GBV per aggregate booked unit, except explicitly calculated frozen 2020 ADR",,descriptive_source_audit_no_replacement,2026-09-14
2023Q1,revenue_musd,1818.0,USD_million,1,checked,2023-05-09,Original SEC earnings exhibit; date corroborated by inherited source manifest/calendar; currently served URL not archived historical bytes,2023-05-09T20:30:00Z,"Inherited webcast start; conservative certainly-public-by proxy, NOT exact release/filing time",https://www.sec.gov/Archives/edgar/data/1559720/000119312523139392/d453262dex991.htm,1818,USD_million,1818.0,2023Q1_letter,https://www.sec.gov/Archives/edgar/data/1559720/000119312523139392/d453262dex991.htm,Airbnb 2023Q1 shareholder letter,Quarterly summary,2023-05-09,1.0,False,,,,,,,,,,,1818.0,0.0,True,True,exact,no_finer_value_confirmed,GAAP revenue,Recognized revenue; not cash bookings or GBV,,descriptive_source_audit_no_replacement,2026-09-14
2023Q2,nights_m,115.1,million_bookings,0.1,checked,2023-08-03,Original SEC earnings exhibit; date corroborated by inherited source manifest/calendar; currently served URL not archived historical bytes,2023-08-03T20:30:00Z,"Inherited webcast start; conservative certainly-public-by proxy, NOT exact release/filing time",https://www.sec.gov/Archives/edgar/data/1559720/000119312523202832/d446942dex991.htm,115.1,million_bookings,115.1,2023Q2_letter,https://www.sec.gov/Archives/edgar/data/1559720/000119312523202832/d446942dex991.htm,Airbnb 2023Q2 shareholder letter,Quarterly summary,2023-08-03,0.1,False,,,,,,,,,,,115.1,0.0,True,True,exact,no_finer_value_confirmed,Nights and Experiences Booked,stay nights plus experience participant seats; not pure hotel room nights,,descriptive_source_audit_no_replacement,2026-09-14
2023Q2,gbv_musd,19100.0,USD_million,100,checked,2023-08-03,Original SEC earnings exhibit; date corroborated by inherited source manifest/calendar; currently served URL not archived historical bytes,2023-08-03T20:30:00Z,"Inherited webcast start; conservative certainly-public-by proxy, NOT exact release/filing time",https://www.sec.gov/Archives/edgar/data/1559720/000119312523202832/d446942dex991.htm,19.1,USD_billion,19100.0,2023Q2_letter,https://www.sec.gov/Archives/edgar/data/1559720/000119312523202832/d446942dex991.htm,Airbnb 2023Q2 shareholder letter,Quarterly summary,2023-08-03,100.0,False,,,,,,,,,,,19100.0,0.0,True,True,exact,no_finer_value_confirmed,Gross Booking Value,"Booking-event gross value, includes host earnings, service/cleaning fees and taxes, net cancellations/alterations; not recognized revenue",,descriptive_source_audit_no_replacement,2026-09-14
2023Q2,adr_usd,166.01,USD_per_aggregate_booking,0.01,checked,2023-08-03,Original SEC earnings exhibit; date corroborated by inherited source manifest/calendar; currently served URL not archived historical bytes,2023-08-03T20:30:00Z,"Inherited webcast start; conservative certainly-public-by proxy, NOT exact release/filing time",https://www.sec.gov/Archives/edgar/data/1559720/000119312523202832/d446942dex991.htm,166.01,USD_per_aggregate_booking,166.01,2023Q2_letter,https://www.sec.gov/Archives/edgar/data/1559720/000119312523202832/d446942dex991.htm,Airbnb 2023Q2 shareholder letter,Quarterly summary,2023-08-03,0.01,False,,,,,,,,,,,166.01,0.0,True,True,exact,no_finer_value_confirmed,Nights and Experiences Booked,"stay nights plus experience participant seats; ADR is direct GBV per aggregate booked unit, except explicitly calculated frozen 2020 ADR",,descriptive_source_audit_no_replacement,2026-09-14
2023Q2,revenue_musd,2484.0,USD_million,1,checked,2023-08-03,Original SEC earnings exhibit; date corroborated by inherited source manifest/calendar; currently served URL not archived historical bytes,2023-08-03T20:30:00Z,"Inherited webcast start; conservative certainly-public-by proxy, NOT exact release/filing time",https://www.sec.gov/Archives/edgar/data/1559720/000119312523202832/d446942dex991.htm,2484,USD_million,2484.0,2023Q2_letter,https://www.sec.gov/Archives/edgar/data/1559720/000119312523202832/d446942dex991.htm,Airbnb 2023Q2 shareholder letter,Quarterly summary,2023-08-03,1.0,False,,,,,,,,,,,2484.0,0.0,True,True,exact,no_finer_value_confirmed,GAAP revenue,Recognized revenue; not cash bookings or GBV,,descriptive_source_audit_no_replacement,2026-09-14
2023Q3,nights_m,113.2,million_bookings,0.1,checked,2023-11-01,Original SEC earnings exhibit; date corroborated by inherited source manifest/calendar; currently served URL not archived historical bytes,2023-11-01T20:30:00Z,"Inherited webcast start; conservative certainly-public-by proxy, NOT exact release/filing time",https://www.sec.gov/Archives/edgar/data/1559720/000119312523268164/d481318dex991.htm,113.2,million_bookings,113.2,2023Q3_letter,https://www.sec.gov/Archives/edgar/data/1559720/000119312523268164/d481318dex991.htm,Airbnb 2023Q3 shareholder letter,Quarterly summary,2023-11-01,0.1,False,,,,,,,,,,,113.2,0.0,True,True,exact,no_finer_value_confirmed,Nights and Experiences Booked,stay nights plus experience participant seats; not pure hotel room nights,,descriptive_source_audit_no_replacement,2026-09-14
2023Q3,gbv_musd,18300.0,USD_million,100,checked,2023-11-01,Original SEC earnings exhibit; date corroborated by inherited source manifest/calendar; currently served URL not archived historical bytes,2023-11-01T20:30:00Z,"Inherited webcast start; conservative certainly-public-by proxy, NOT exact release/filing time",https://www.sec.gov/Archives/edgar/data/1559720/000119312523268164/d481318dex991.htm,18.3,USD_billion,18300.0,2023Q3_letter,https://www.sec.gov/Archives/edgar/data/1559720/000119312523268164/d481318dex991.htm,Airbnb 2023Q3 shareholder letter,Quarterly summary,2023-11-01,100.0,False,,,,,,,,,,,18300.0,0.0,True,True,exact,no_finer_value_confirmed,Gross Booking Value,"Booking-event gross value, includes host earnings, service/cleaning fees and taxes, net cancellations/alterations; not recognized revenue",,descriptive_source_audit_no_replacement,2026-09-14
2023Q3,adr_usd,161.38,USD_per_aggregate_booking,0.01,checked,2023-11-01,Original SEC earnings exhibit; date corroborated by inherited source manifest/calendar; currently served URL not archived historical bytes,2023-11-01T20:30:00Z,"Inherited webcast start; conservative certainly-public-by proxy, NOT exact release/filing time",https://www.sec.gov/Archives/edgar/data/1559720/000119312523268164/d481318dex991.htm,161.38,USD_per_aggregate_booking,161.38,2023Q3_letter,https://www.sec.gov/Archives/edgar/data/1559720/000119312523268164/d481318dex991.htm,Airbnb 2023Q3 shareholder letter,Quarterly summary,2023-11-01,0.01,False,,,,,,,,,,,161.38,0.0,True,True,exact,no_finer_value_confirmed,Nights and Experiences Booked,"stay nights plus experience participant seats; ADR is direct GBV per aggregate booked unit, except explicitly calculated frozen 2020 ADR",,descriptive_source_audit_no_replacement,2026-09-14
2023Q3,revenue_musd,3397.0,USD_million,1,checked,2023-11-01,Original SEC earnings exhibit; date corroborated by inherited source manifest/calendar; currently served URL not archived historical bytes,2023-11-01T20:30:00Z,"Inherited webcast start; conservative certainly-public-by proxy, NOT exact release/filing time",https://www.sec.gov/Archives/edgar/data/1559720/000119312523268164/d481318dex991.htm,3397,USD_million,3397.0,2023Q3_letter,https://www.sec.gov/Archives/edgar/data/1559720/000119312523268164/d481318dex991.htm,Airbnb 2023Q3 shareholder letter,Quarterly summary,2023-11-01,1.0,False,,,,,,,,,,,3397.0,0.0,True,True,exact,no_finer_value_confirmed,GAAP revenue,Recognized revenue; not cash bookings or GBV,,descriptive_source_audit_no_replacement,2026-09-14
2023Q4,nights_m,98.8,million_bookings,0.1,checked,2024-02-13,Original SEC earnings exhibit; date corroborated by inherited source manifest/calendar; currently served URL not archived historical bytes,2024-02-13T21:30:00Z,"Inherited webcast start; conservative certainly-public-by proxy, NOT exact release/filing time",https://www.sec.gov/Archives/edgar/data/1559720/000119312524033706/d646462dex991.htm,98.8,million_bookings,98.8,2023Q4_letter,https://www.sec.gov/Archives/edgar/data/1559720/000119312524033706/d646462dex991.htm,Airbnb 2023Q4 shareholder letter,Quarterly summary,2024-02-13,0.1,False,,,,,,,,,,,98.8,0.0,True,True,exact,no_finer_value_confirmed,Nights and Experiences Booked,stay nights plus experience participant seats; not pure hotel room nights,,descriptive_source_audit_no_replacement,2026-09-14
2023Q4,gbv_musd,15500.0,USD_million,100,checked,2024-02-13,Original SEC earnings exhibit; date corroborated by inherited source manifest/calendar; currently served URL not archived historical bytes,2024-02-13T21:30:00Z,"Inherited webcast start; conservative certainly-public-by proxy, NOT exact release/filing time",https://www.sec.gov/Archives/edgar/data/1559720/000119312524033706/d646462dex991.htm,15.5,USD_billion,15500.0,2023Q4_letter,https://www.sec.gov/Archives/edgar/data/1559720/000119312524033706/d646462dex991.htm,Airbnb 2023Q4 shareholder letter,Quarterly summary,2024-02-13,100.0,False,,,,,,,,,,,15500.0,0.0,True,True,exact,no_finer_value_confirmed,Gross Booking Value,"Booking-event gross value, includes host earnings, service/cleaning fees and taxes, net cancellations/alterations; not recognized revenue",,descriptive_source_audit_no_replacement,2026-09-14
2023Q4,adr_usd,156.73,USD_per_aggregate_booking,0.01,checked,2024-02-13,Original SEC earnings exhibit; date corroborated by inherited source manifest/calendar; currently served URL not archived historical bytes,2024-02-13T21:30:00Z,"Inherited webcast start; conservative certainly-public-by proxy, NOT exact release/filing time",https://www.sec.gov/Archives/edgar/data/1559720/000119312524033706/d646462dex991.htm,156.73,USD_per_aggregate_booking,156.73,2023Q4_letter,https://www.sec.gov/Archives/edgar/data/1559720/000119312524033706/d646462dex991.htm,Airbnb 2023Q4 shareholder letter,Quarterly summary,2024-02-13,0.01,False,,,,,,,,,,,156.73,0.0,True,True,exact,no_finer_value_confirmed,Nights and Experiences Booked,"stay nights plus experience participant seats; ADR is direct GBV per aggregate booked unit, except explicitly calculated frozen 2020 ADR",,descriptive_source_audit_no_replacement,2026-09-14
2023Q4,revenue_musd,2218.0,USD_million,1,checked,2024-02-13,Original SEC earnings exhibit; date corroborated by inherited source manifest/calendar; currently served URL not archived historical bytes,2024-02-13T21:30:00Z,"Inherited webcast start; conservative certainly-public-by proxy, NOT exact release/filing time",https://www.sec.gov/Archives/edgar/data/1559720/000119312524033706/d646462dex991.htm,2218,USD_million,2218.0,2023Q4_letter,https://www.sec.gov/Archives/edgar/data/1559720/000119312524033706/d646462dex991.htm,Airbnb 2023Q4 shareholder letter,Quarterly summary,2024-02-13,1.0,False,,,,,,,,,,,2218.0,0.0,True,True,exact,no_finer_value_confirmed,GAAP revenue,Recognized revenue; not cash bookings or GBV,,descriptive_source_audit_no_replacement,2026-09-14
2024Q1,nights_m,132.6,million_bookings,0.1,checked,2024-05-08,Original SEC earnings exhibit; date corroborated by inherited source manifest/calendar; currently served URL not archived historical bytes,2024-05-08T20:30:00Z,"Inherited webcast start; conservative certainly-public-by proxy, NOT exact release/filing time",https://www.sec.gov/Archives/edgar/data/1559720/000119312524134183/d813800dex991.htm,132.6,million_bookings,132.6,2024Q1_letter,https://www.sec.gov/Archives/edgar/data/1559720/000119312524134183/d813800dex991.htm,Airbnb 2024Q1 shareholder letter,Quarterly summary,2024-05-08,0.1,False,,,,,,,,,,,132.6,0.0,True,True,exact,no_finer_value_confirmed,Nights and Experiences Booked,stay nights plus experience participant seats; not pure hotel room nights,,descriptive_source_audit_no_replacement,2026-09-14
2024Q1,gbv_musd,22900.0,USD_million,100,checked,2024-05-08,Original SEC earnings exhibit; date corroborated by inherited source manifest/calendar; currently served URL not archived historical bytes,2024-05-08T20:30:00Z,"Inherited webcast start; conservative certainly-public-by proxy, NOT exact release/filing time",https://www.sec.gov/Archives/edgar/data/1559720/000119312524134183/d813800dex991.htm,22.9,USD_billion,22900.0,2024Q1_letter,https://www.sec.gov/Archives/edgar/data/1559720/000119312524134183/d813800dex991.htm,Airbnb 2024Q1 shareholder letter,Quarterly summary,2024-05-08,100.0,False,22925,USD_million,22925.0,2025Q1_filing,https://www.sec.gov/Archives/edgar/data/1559720/000155972025000017/abnb-20250331.htm,Airbnb 2025Q1 10-Q,Key business metrics: 2024Q1 GBV (millions),2025-05-01,1.0,False,22925.0,25.0,True,True,later_precision,later_document,Gross Booking Value,"Booking-event gross value, includes host earnings, service/cleaning fees and taxes, net cancellations/alterations; not recognized revenue",Later comparative precision; unavailable in original quarter's reviewed filing at this precision.,descriptive_source_audit_no_replacement,2026-09-14
2024Q1,adr_usd,172.88,USD_per_aggregate_booking,0.01,checked,2024-05-08,Original SEC earnings exhibit; date corroborated by inherited source manifest/calendar; currently served URL not archived historical bytes,2024-05-08T20:30:00Z,"Inherited webcast start; conservative certainly-public-by proxy, NOT exact release/filing time",https://www.sec.gov/Archives/edgar/data/1559720/000119312524134183/d813800dex991.htm,172.88,USD_per_aggregate_booking,172.88,2024Q1_letter,https://www.sec.gov/Archives/edgar/data/1559720/000119312524134183/d813800dex991.htm,Airbnb 2024Q1 shareholder letter,Quarterly summary,2024-05-08,0.01,False,,,,,,,,,,,172.88,0.0,True,True,exact,no_finer_value_confirmed,Nights and Experiences Booked,"stay nights plus experience participant seats; ADR is direct GBV per aggregate booked unit, except explicitly calculated frozen 2020 ADR",,descriptive_source_audit_no_replacement,2026-09-14
2024Q1,revenue_musd,2142.0,USD_million,1,checked,2024-05-08,Original SEC earnings exhibit; date corroborated by inherited source manifest/calendar; currently served URL not archived historical bytes,2024-05-08T20:30:00Z,"Inherited webcast start; conservative certainly-public-by proxy, NOT exact release/filing time",https://www.sec.gov/Archives/edgar/data/1559720/000119312524134183/d813800dex991.htm,2142,USD_million,2142.0,2024Q1_letter,https://www.sec.gov/Archives/edgar/data/1559720/000119312524134183/d813800dex991.htm,Airbnb 2024Q1 shareholder letter,Quarterly summary,2024-05-08,1.0,False,,,,,,,,,,,2142.0,0.0,True,True,exact,no_finer_value_confirmed,GAAP revenue,Recognized revenue; not cash bookings or GBV,,descriptive_source_audit_no_replacement,2026-09-14
2024Q2,nights_m,125.1,million_bookings,0.1,checked,2024-08-06,Original SEC earnings exhibit; date corroborated by inherited source manifest/calendar; currently served URL not archived historical bytes,2024-08-06T20:30:00Z,"Inherited webcast start; conservative certainly-public-by proxy, NOT exact release/filing time",https://www.sec.gov/Archives/edgar/data/1559720/000119312524194849/d831385dex991.htm,125.1,million_bookings,125.1,2024Q2_letter,https://www.sec.gov/Archives/edgar/data/1559720/000119312524194849/d831385dex991.htm,Airbnb 2024Q2 shareholder letter,Quarterly summary,2024-08-06,0.1,False,,,,,,,,,,,125.1,0.0,True,True,exact,no_finer_value_confirmed,Nights and Experiences Booked,stay nights plus experience participant seats; not pure hotel room nights,,descriptive_source_audit_no_replacement,2026-09-14
2024Q2,gbv_musd,21200.0,USD_million,100,checked,2024-08-06,Original SEC earnings exhibit; date corroborated by inherited source manifest/calendar; currently served URL not archived historical bytes,2024-08-06T20:30:00Z,"Inherited webcast start; conservative certainly-public-by proxy, NOT exact release/filing time",https://www.sec.gov/Archives/edgar/data/1559720/000119312524194849/d831385dex991.htm,21.2,USD_billion,21200.0,2024Q2_letter,https://www.sec.gov/Archives/edgar/data/1559720/000119312524194849/d831385dex991.htm,Airbnb 2024Q2 shareholder letter,Quarterly summary,2024-08-06,100.0,False,21213,USD_million,21213.0,2025Q2_filing,https://www.sec.gov/Archives/edgar/data/1559720/000155972025000025/abnb-20250630.htm,Airbnb 2025Q2 10-Q,Key business metrics: 2024Q2 GBV (millions),2025-08-06,1.0,False,21213.0,13.0,True,True,later_precision,later_document,Gross Booking Value,"Booking-event gross value, includes host earnings, service/cleaning fees and taxes, net cancellations/alterations; not recognized revenue",Later comparative precision; unavailable in original quarter's reviewed filing at this precision.,descriptive_source_audit_no_replacement,2026-09-14
